344,0.001046,0.000750,0.004802,0.006844
340,0.000579,0.000135,0.004238,0.005155
336,0.000518,0.000118,0.003994,0.004831
332,0.000568,0.000122,0.004117,0.005024
328,0.000524,0.000116,0.003840,0.004679
324,0.000520,0.000115,0.003840,0.004674
320,0.000501,0.000114,0.003735,0.004544
316,0.000478,0.000113,0.003605,0.004387
312,0.000477,0.000113,0.003399,0.004180
308,0.000475,0.000109,0.003271,0.004042
304,0.000473,0.000153,0.003069,0.003883
300,0.000473,0.000109,0.003277,0.004046
296,0.000485,0.000114,0.003434,0.004234
292,0.000480,0.000112,0.003303,0.004078
288,0.000470,0.000109,0.003178,0.003938
284,0.000479,0.000108,0.002831,0.003603
280,0.000439,0.000106,0.002887,0.003613
276,0.000435,0.000107,0.003185,0.003905
272,0.000443,0.000108,0.002937,0.003686
268,0.000475,0.000104,0.002886,0.003640
264,0.000433,0.000105,0.002812,0.003523
260,0.000434,0.000106,0.002533,0.003245
344,0.000553,0.000139,0.003743,0.004658
340,0.000515,0.000120,0.004359,0.005198
336,0.000514,0.000118,0.003708,0.004542
332,0.000514,0.000114,0.003906,0.004737
328,0.000506,0.000115,0.003710,0.004528
324,0.000567,0.000105,0.003669,0.004537
320,0.000478,0.000114,0.003621,0.004408
316,0.000477,0.000113,0.003432,0.004212
312,0.000472,0.000111,0.003309,0.004087
308,0.000471,0.000110,0.003253,0.004037
304,0.000474,0.000109,0.003319,0.004090
300,0.000476,0.000108,0.003316,0.004084
296,0.000470,0.000109,0.003302,0.004067
292,0.000472,0.000109,0.002984,0.003748
288,0.000470,0.000108,0.003106,0.003866
284,0.000474,0.000108,0.003042,0.003804
280,0.000439,0.000107,0.002996,0.003721
276,0.000510,0.000108,0.003129,0.003924
272,0.000478,0.000110,0.003025,0.003790
268,0.000438,0.000136,0.002753,0.003501
264,0.000435,0.000105,0.002833,0.003546
260,0.000443,0.000104,0.002628,0.003347
344,0.000516,0.000138,0.003835,0.004714
340,0.000514,0.000121,0.004184,0.005022
336,0.000511,0.000118,0.003721,0.004549
332,0.000550,0.000138,0.004016,0.004897
328,0.000512,0.000117,0.003813,0.004639
324,0.000509,0.000115,0.003834,0.004654
320,0.000479,0.000119,0.003715,0.004520
316,0.000485,0.000115,0.003653,0.004449
312,0.000476,0.000113,0.003332,0.004134
308,0.000477,0.000112,0.003204,0.003975
304,0.000471,0.000110,0.003383,0.004165
300,0.000476,0.000111,0.003384,0.004156
296,0.000474,0.000111,0.003306,0.004076
292,0.000473,0.000128,0.003083,0.003862
288,0.000472,0.000108,0.002927,0.003690
284,0.000479,0.000108,0.003091,0.003859
280,0.000439,0.000107,0.003297,0.004023
276,0.000440,0.000108,0.003208,0.003934
272,0.000438,0.000108,0.002864,0.003588
268,0.000437,0.000108,0.002879,0.003596
264,0.000433,0.000105,0.002707,0.003418
260,0.000433,0.000106,0.002740,0.003451
344,0.000511,0.000135,0.003735,0.004603
340,0.000517,0.000119,0.004407,0.005246
336,0.000546,0.000140,0.003723,0.004612
332,0.000519,0.000118,0.004122,0.004959
328,0.000511,0.000114,0.003754,0.004576
324,0.000512,0.000117,0.003970,0.004795
320,0.000483,0.000114,0.003675,0.004468
316,0.000486,0.000114,0.003598,0.004389
312,0.000476,0.000113,0.003333,0.004114
308,0.000477,0.000111,0.003340,0.004122
304,0.000470,0.000110,0.003479,0.004246
300,0.000492,0.000120,0.003559,0.004359
296,0.000478,0.000111,0.003242,0.004017
292,0.000471,0.000157,0.003152,0.003965
288,0.000470,0.000107,0.003099,0.003858
284,0.000475,0.000109,0.003011,0.003776
280,0.000442,0.000108,0.003038,0.003793
276,0.000440,0.000108,0.003199,0.003925
272,0.000437,0.000108,0.003030,0.003752
268,0.000445,0.000109,0.002746,0.003483
264,0.000451,0.000106,0.002812,0.003542
260,0.000443,0.000105,0.002609,0.003327
344,0.000517,0.000138,0.003955,0.004826
340,0.000531,0.000115,0.004208,0.005055
336,0.000533,0.000117,0.004170,0.005011
332,0.000540,0.000122,0.004280,0.005137
328,0.000538,0.000113,0.004028,0.004867
324,0.000512,0.000123,0.003888,0.004722
320,0.000479,0.000114,0.003691,0.004471
316,0.000482,0.000114,0.003566,0.004363
312,0.000477,0.000113,0.003443,0.004225
308,0.000478,0.000111,0.003390,0.004169
304,0.000492,0.000116,0.003582,0.004378
300,0.000500,0.000135,0.003510,0.004335
296,0.000809,0.000301,0.004360,0.005752
292,0.000470,0.000131,0.003195,0.003995
288,0.000478,0.000104,0.003024,0.003783
284,0.000490,0.000109,0.055669,0.056449
280,0.000454,0.000104,0.003577,0.004304
276,0.000458,0.000109,0.003199,0.003945
272,0.000439,0.000108,0.003068,0.003794
268,0.000435,0.000122,0.002873,0.003606
264,0.000441,0.000106,0.002633,0.003354
260,0.000434,0.000105,0.002742,0.003453
344,0.000526,0.000138,0.003806,0.004694
340,0.000517,0.000165,0.004193,0.005077
336,0.000513,0.000142,0.003961,0.004816
332,0.000514,0.000116,0.004129,0.004955
328,0.000512,0.000115,0.003640,0.004463
324,0.000538,0.000130,0.003927,0.004805
320,0.000479,0.000114,0.003617,0.004404
316,0.000478,0.000118,0.003519,0.004306
312,0.000483,0.000112,0.003299,0.004084
308,0.000472,0.000105,0.003337,0.004102
304,0.000471,0.000109,0.003320,0.004087
300,0.000476,0.000111,0.003325,0.004108
296,0.000514,0.000107,0.003167,0.003974
292,0.000471,0.000110,0.003074,0.003838
288,0.000471,0.000108,0.003062,0.003822
284,0.000480,0.000110,0.002781,0.003551
280,0.000433,0.000106,0.003122,0.003840
276,0.000441,0.000109,0.003247,0.003977
272,0.000439,0.000110,0.002829,0.003556
268,0.000435,0.000106,0.002838,0.003553
264,0.000439,0.000107,0.002859,0.003578
260,0.000434,0.000105,0.002625,0.003336
344,0.000515,0.000138,0.003690,0.004566
340,0.000520,0.000119,0.004390,0.005239
336,0.000513,0.000140,0.003719,0.004575
332,0.000516,0.000116,0.004141,0.004972
328,0.000527,0.000117,0.003813,0.004658
324,0.000538,0.000139,0.003834,0.004740
320,0.000492,0.000116,0.003668,0.004477
316,0.000480,0.000113,0.003519,0.004306
312,0.000476,0.000112,0.003500,0.004279
308,0.000509,0.000112,0.003448,0.004260
304,0.000475,0.000138,0.003540,0.004341
300,0.000514,0.000116,0.003330,0.004150
296,0.000474,0.000111,0.003283,0.004056
292,0.000473,0.000109,0.002940,0.003705
288,0.000466,0.000110,0.003047,0.003805
284,0.000476,0.000108,0.003028,0.003792
280,0.000461,0.000102,0.002982,0.003726
276,0.000445,0.000115,0.002957,0.003696
272,0.000445,0.000107,0.002980,0.003708
268,0.000438,0.000107,0.002684,0.003404
264,0.000436,0.000104,0.002852,0.003565
260,0.000465,0.000105,0.002604,0.003343
344,0.000535,0.000154,0.004230,0.005146
340,0.000581,0.000144,0.004634,0.005655
336,0.000584,0.000149,0.004991,0.006007
332,0.000554,0.000141,0.004486,0.005434
328,0.000573,0.000147,0.004949,0.005914
324,0.001120,0.000260,0.005268,0.007046
320,0.000533,0.000159,0.004741,0.005785
316,0.000554,0.000146,0.004395,0.005410
312,0.000592,0.000151,0.004184,0.005219
308,0.000537,0.000129,0.004264,0.005158
304,0.000527,0.000116,0.004222,0.005092
300,0.000493,0.000123,0.006671,0.007537
296,0.000576,0.000128,0.004286,0.005233
292,0.000486,0.000115,0.003479,0.004265
288,0.000472,0.000109,0.003083,0.003850
284,0.000469,0.000108,0.003109,0.003866
280,0.000450,0.000103,0.003370,0.004096
276,0.000483,0.000111,0.003176,0.003949
272,0.000444,0.000108,0.002848,0.003577
268,0.000436,0.000107,0.002917,0.003635
264,0.000435,0.000107,0.002746,0.003461
260,0.000448,0.000106,0.002798,0.003525
344,0.000523,0.000156,0.003814,0.004719
340,0.000518,0.000123,0.004351,0.005203
336,0.000520,0.000120,0.003941,0.004782
332,0.000530,0.000127,0.004100,0.004956
328,0.000517,0.000128,0.003936,0.004780
324,0.000530,0.000118,0.003932,0.004779
320,0.000511,0.000116,0.003895,0.004718
316,0.000505,0.000115,0.003743,0.004560
312,0.000509,0.000131,0.004287,0.005141
308,0.000496,0.000140,0.004276,0.005152
304,0.000550,0.000117,0.004560,0.005419
300,0.000504,0.000132,0.004377,0.005271
296,0.000546,0.000151,0.004248,0.005240
292,0.000501,0.000125,0.004292,0.005184
288,0.000483,0.000118,0.004045,0.004847
284,0.000514,0.000102,0.003878,0.004674
280,0.000476,0.000118,0.003270,0.004055
276,0.000449,0.000112,0.003868,0.004603
272,0.000463,0.000115,0.003794,0.004568
268,0.000463,0.000149,0.003234,0.004094
264,0.000458,0.000121,0.005587,0.006369
260,0.000468,0.000111,0.003234,0.003987
344,0.000515,0.000168,0.004626,0.005630
340,0.000561,0.000124,0.004668,0.005556
336,0.000557,0.000123,0.004688,0.005574
332,0.000536,0.000118,0.004748,0.005642
328,0.000543,0.000109,0.004662,0.005542
324,0.000523,0.000130,0.004393,0.005268
320,0.000499,0.000117,0.004646,0.005460
316,0.000516,0.000119,0.004179,0.005019
312,0.000514,0.000133,0.004380,0.005313
308,0.000515,0.000121,0.004565,0.005391
304,0.000493,0.000121,0.004621,0.005462
300,0.000492,0.000116,0.004302,0.005102
296,0.000512,0.000155,0.007925,0.008826
292,0.000510,0.000121,0.004164,0.005007
288,0.000512,0.000130,0.003714,0.004627
284,0.000495,0.000128,0.004204,0.005036
280,0.000519,0.000142,0.003850,0.004801
276,0.000502,0.000123,0.003631,0.004435
272,0.000467,0.000125,0.003924,0.004697
268,0.000478,0.000125,0.003806,0.004622
264,0.000496,0.000140,0.003429,0.004353
260,0.000476,0.000116,0.003840,0.004608
344,0.001026,0.000791,0.004995,0.007046
340,0.000578,0.000152,0.004346,0.005284
336,0.000536,0.000121,0.004931,0.005789
332,0.000628,0.000148,0.005477,0.006485
328,0.000542,0.000126,0.004059,0.004951
324,0.000545,0.000121,0.004127,0.004996
320,0.000483,0.000116,0.003872,0.004683
316,0.000493,0.000145,0.003567,0.004399
312,0.000481,0.000114,0.003391,0.004178
308,0.000478,0.000111,0.003296,0.004076
304,0.000478,0.000110,0.003413,0.004188
300,0.000482,0.000112,0.003322,0.004125
296,0.000515,0.000118,0.003222,0.004040
292,0.000475,0.000111,0.003145,0.003915
288,0.000476,0.000108,0.003082,0.003845
284,0.000544,0.000108,0.002958,0.003791
280,0.000478,0.000138,0.003350,0.004165
276,0.000442,0.000111,0.003075,0.003807
272,0.000450,0.000108,0.002822,0.003558
