iteration,n_candidates,reward_time_ms,total_time_ms
17,199,27.9233455657959,32.109975814819336
18,195,26.57294273376465,31.200647354125977
19,191,26.859521865844727,31.22425079345703
20,187,26.442766189575195,30.67779541015625
21,183,26.737689971923828,30.715227127075195
22,179,24.961233139038086,29.397249221801758
23,175,25.07805824279785,29.06036376953125
24,172,24.662017822265625,28.774499893188477
25,169,25.176048278808594,30.06768226623535
26,166,22.95398712158203,26.537418365478516
27,163,24.276018142700195,27.4202823638916
28,159,29.004573822021484,32.55295753479004
29,155,23.36406707763672,26.613950729370117
30,151,20.776033401489258,24.214506149291992
31,148,21.187543869018555,24.15156364440918
32,145,20.208120346069336,23.446083068847656
33,142,20.784378051757812,23.819446563720703
34,139,21.217823028564453,24.791479110717773
35,135,23.506641387939453,27.224302291870117
36,132,19.747495651245117,22.785186767578125
37,130,18.69058609008789,21.26002311706543
38,127,17.784833908081055,20.842313766479492
39,124,16.826152801513672,19.75846290588379
40,120,16.35289192199707,19.165992736816406
41,116,9.331226348876953,12.263298034667969
42,113,16.222000122070312,16.541004180908203
43,111,3.611326217651367,3.9319992065429688
44,108,3.787994384765625,4.12750244140625
45,107,4.075765609741211,4.394769668579102
46,103,3.8619041442871094,4.168272018432617
47,99,3.4332275390625,3.760099411010742
48,96,3.779888153076172,4.158258438110352
49,94,3.756999969482422,4.163265228271484
50,93,4.055261611938477,4.500150680541992
51,91,5.158185958862305,5.6247711181640625
52,87,4.166364669799805,4.656791687011719
53,84,4.09388542175293,4.546642303466797
54,82,3.487110137939453,3.9031505584716797
55,78,3.416776657104492,3.8115978240966797
56,74,3.298044204711914,3.650665283203125
57,73,2.7527809143066406,3.089427947998047
58,71,2.9854774475097656,3.2987594604492188
59,69,2.6597976684570312,2.978801727294922
60,67,2.3424625396728516,2.6199817657470703
1,174,15886.99460029602,15887.359380722046
2,170,15.970230102539062,18.729209899902344
3,166,13.041257858276367,15.665531158447266
4,162,14.532089233398438,14.818668365478516
5,158,4.2591094970703125,4.628896713256836
6,154,3.640413284301758,3.9262771606445312
7,150,3.505229949951172,3.7610530853271484
8,146,3.962993621826172,4.245996475219727
9,142,3.1256675720214844,3.4096240997314453
10,138,2.8955936431884766,3.1366348266601562
11,134,3.548145294189453,3.859281539916992
12,130,3.3118724822998047,3.5772323608398438
13,126,3.0753612518310547,3.3249855041503906
14,122,2.629995346069336,2.8526782989501953
15,118,2.946615219116211,3.2122135162353516
16,114,2.265453338623047,2.495288848876953
17,111,2.616405487060547,2.8333663940429688
18,108,2.708911895751953,2.9098987579345703
19,104,2.4466514587402344,2.669095993041992
20,100,2.685070037841797,2.918720245361328
21,97,2.165079116821289,2.425670623779297
22,94,2.131938934326172,2.3491382598876953
23,91,2.2704601287841797,2.458333969116211
24,87,1.9524097442626953,2.1257400512695312
25,84,1.8742084503173828,2.03704833984375
26,81,1.7898082733154297,1.9540786743164062
27,77,1.8341541290283203,2.008199691772461
28,75,1.678466796875,1.8417835235595703
29,72,1.6429424285888672,1.79290771484375
30,71,1.8224716186523438,2.0699501037597656
31,67,1.9314289093017578,2.12860107421875
32,63,1.4011859893798828,1.5950202941894531
33,60,1.6031265258789062,1.7549991607666016
34,59,1.2750625610351562,1.4123916625976562
35,57,1.2929439544677734,1.424551010131836
36,54,1.1348724365234375,1.2674331665039062
37,50,1.0657310485839844,1.1899471282958984
38,46,0.9491443634033203,1.070261001586914
39,44,1.5113353729248047,1.6317367553710938
40,42,0.9615421295166016,1.0788440704345703
1,592,15602.957487106323,15603.48391532898
2,591,255.34439086914062,280.86018562316895
3,590,277.3902416229248,303.26271057128906
4,589,255.79047203063965,282.7298641204834
5,588,256.92272186279297,282.6344966888428
6,587,250.60081481933594,277.5073051452637
7,586,259.4590187072754,285.6130599975586
8,585,258.84509086608887,284.60168838500977
9,584,267.6501274108887,293.1852340698242
10,583,256.0906410217285,282.79972076416016
11,582,256.0734748840332,282.0296287536621
12,581,260.012149810791,287.4722480773926
13,580,256.5155029296875,283.33449363708496
14,579,257.7934265136719,284.35325622558594
15,578,255.27119636535645,281.2056541442871
16,577,253.77440452575684,280.53998947143555
17,576,255.82122802734375,281.39209747314453
18,575,254.40716743469238,280.8496952056885
19,574,248.65174293518066,274.3082046508789
20,573,249.23372268676758,275.6068706512451
21,572,265.9177780151367,291.05067253112793
22,571,254.8360824584961,279.3886661529541
23,570,255.25355339050293,279.386043548584
24,569,250.98371505737305,282.5906276702881
25,568,258.56995582580566,283.0085754394531
26,567,253.91054153442383,279.2339324951172
27,566,254.81748580932617,279.158353805542
28,565,251.5547275543213,276.60107612609863
29,564,257.80367851257324,282.6194763183594
30,563,248.2125759124756,273.8170623779297
31,562,255.39445877075195,280.5745601654053
32,561,247.7242946624756,272.45211601257324
33,560,249.12285804748535,273.15425872802734
34,559,243.98374557495117,268.51511001586914
35,558,247.7397918701172,276.1538028717041
36,557,252.17938423156738,276.6885757446289
37,556,248.5640048980713,273.5874652862549
38,555,244.04358863830566,268.2504653930664
39,554,245.70155143737793,269.6981430053711
40,553,244.11273002624512,268.5201168060303
41,552,248.30174446105957,271.7585563659668
42,551,241.60075187683105,272.4432945251465
43,550,253.9043426513672,278.52940559387207
44,549,244.77815628051758,269.8836326599121
45,548,246.25253677368164,270.89571952819824
46,547,242.19131469726562,267.5964832305908
47,546,242.32172966003418,267.195463180542
48,545,239.84360694885254,265.0749683380127
49,544,237.85972595214844,262.12000846862793
50,543,229.24113273620605,255.52725791931152
51,542,242.98453330993652,267.35472679138184
52,541,237.1201515197754,262.4082565307617
53,540,247.26247787475586,270.52950859069824
54,539,236.27758026123047,260.8668804168701
55,538,242.4914836883545,265.71178436279297
56,537,239.00270462036133,262.6819610595703
57,536,241.9731616973877,265.9587860107422
58,535,240.02385139465332,264.68658447265625
59,534,237.5791072845459,261.28673553466797
60,533,232.2232723236084,257.06028938293457
61,532,235.98361015319824,259.5517635345459
62,531,234.32016372680664,258.5031986236572
63,530,242.33555793762207,265.14434814453125
64,529,233.97135734558105,257.63940811157227
65,528,235.00967025756836,258.38732719421387
66,527,241.46509170532227,266.6757106781006
67,526,239.66431617736816,262.1736526489258
68,525,231.36162757873535,263.81540298461914
69,524,241.94669723510742,264.7395133972168
70,523,233.1860065460205,257.47084617614746
71,522,236.05680465698242,258.9287757873535
72,521,235.68058013916016,260.8330249786377
73,520,228.6057472229004,253.0536651611328
74,519,236.6201877593994,260.3483200073242
75,518,234.5592975616455,258.0137252807617
76,517,228.39045524597168,253.2644271850586
77,516,230.54027557373047,253.61251831054688
78,515,223.8597869873047,247.9994297027588
79,514,226.60326957702637,249.74536895751953
80,513,224.84326362609863,248.91328811645508
81,512,225.53014755249023,248.05378913879395
82,511,226.29785537719727,249.22943115234375
83,510,226.7770767211914,248.57664108276367
84,509,227.19764709472656,250.29659271240234
85,508,227.04052925109863,249.006986618042
86,507,221.01783752441406,244.59052085876465
87,506,222.20134735107422,244.83108520507812
88,505,225.63767433166504,249.63736534118652
89,504,226.2744903564453,249.4826316833496
90,503,221.66824340820312,245.58186531066895
91,502,223.30975532531738,245.682954788208
92,501,223.59085083007812,247.22671508789062
93,500,221.3265895843506,243.40581893920898
94,499,222.48029708862305,246.2465763092041
95,498,219.3624973297119,241.6853904724121
96,497,219.7558879852295,243.41297149658203
97,496,228.7130355834961,251.19996070861816
98,495,219.39778327941895,242.9366111755371
99,494,223.85501861572266,245.96261978149414
100,493,225.83293914794922,255.29980659484863
101,492,219.48599815368652,245.14102935791016
102,491,222.93734550476074,249.99475479125977
103,490,226.04918479919434,248.27194213867188
104,489,216.94612503051758,240.07487297058105
105,488,220.17288208007812,242.23732948303223
106,487,215.50416946411133,238.83771896362305
107,486,218.75786781311035,246.39368057250977
108,485,216.16864204406738,239.0921115875244
109,484,214.88142013549805,237.2581958770752
110,483,213.01698684692383,234.1294288635254
111,482,217.6492214202881,239.56680297851562
112,481,224.53618049621582,247.0853328704834
113,480,214.38169479370117,236.14883422851562
114,479,211.7166519165039,235.63194274902344
115,478,210.9360694885254,232.73253440856934
116,477,220.43466567993164,241.88685417175293
117,476,213.24896812438965,233.74247550964355
118,471,223.1616973876953,244.89855766296387
119,465,212.46075630187988,233.7653636932373
120,464,203.20987701416016,224.79891777038574
121,463,208.17875862121582,228.9729118347168
122,462,205.15179634094238,227.16140747070312
123,461,197.63469696044922,218.95122528076172
124,460,209.7001075744629,232.2402000427246
125,459,216.87602996826172,242.42520332336426
126,458,207.53002166748047,228.5161018371582
127,457,205.75928688049316,230.23581504821777
128,456,210.27588844299316,231.06026649475098
129,455,203.53221893310547,223.33693504333496
130,454,206.85243606567383,227.36668586730957
131,453,207.52406120300293,228.2083034515381
132,452,197.35455513000488,218.74618530273438
1,966,15622.372388839722,15622.923135757446
2,965,665.1017665863037,724.4102954864502
3,964,683.1438541412354,736.4583015441895
4,963,684.0612888336182,741.1246299743652
5,962,664.9625301361084,719.0196514129639
6,961,642.7059173583984,698.930025100708
7,960,664.6120548248291,717.534065246582
8,959,692.6448345184326,749.0363121032715
9,958,673.2888221740723,726.5644073486328
10,957,676.429033279419,736.764669418335
11,956,684.2012405395508,737.9071712493896
12,955,660.8691215515137,719.315767288208
13,954,651.1039733886719,709.404468536377
14,953,668.5259342193604,731.6443920135498
15,952,654.5212268829346,715.1274681091309
16,951,644.7360515594482,702.5606632232666
17,950,663.4042263031006,716.7928218841553
18,949,660.9344482421875,717.104434967041
19,948,679.6364784240723,732.4814796447754
20,947,684.4086647033691,742.5568103790283
21,946,642.0562267303467,701.6689777374268
22,945,657.2341918945312,714.3075466156006
23,944,685.1692199707031,738.2731437683105
24,943,668.2093143463135,723.8121032714844
25,942,663.2289886474609,719.0816402435303
26,941,655.66086769104,715.5165672302246
27,940,638.4718418121338,690.7553672790527
28,939,623.7685680389404,679.8114776611328
29,938,647.4277973175049,705.5306434631348
30,937,627.516508102417,683.6285591125488
31,936,636.7979049682617,689.9425983428955
32,932,637.4340057373047,697.1423625946045
33,931,632.0114135742188,685.1785182952881
34,930,681.2334060668945,737.5226020812988
35,929,638.3683681488037,692.5709247589111
36,928,636.1265182495117,690.971851348877
37,927,628.8836002349854,685.7364177703857
38,926,680.1750659942627,736.2337112426758
39,925,656.862735748291,709.9812030792236
40,924,631.8202018737793,688.8778209686279
41,923,653.4526348114014,707.374095916748
42,919,623.2426166534424,679.4719696044922
43,918,638.2052898406982,692.1947002410889
44,917,622.2054958343506,679.4431209564209
45,916,645.6725597381592,697.9050636291504
46,915,636.573076248169,690.4079914093018
47,914,657.9506397247314,716.5896892547607
48,913,648.2396125793457,702.0614147186279
49,912,648.4088897705078,700.1612186431885
50,911,641.2873268127441,695.0283050537109
51,910,643.0785655975342,701.9121646881104
52,909,630.4008960723877,684.283971786499
53,908,647.1292972564697,699.2194652557373
54,907,620.9902763366699,675.196647644043
55,906,623.8212585449219,676.0053634643555
56,903,631.6847801208496,691.9147968292236
57,902,637.732982635498,689.5127296447754
58,901,626.4040470123291,683.9189529418945
59,900,668.4205532073975,722.0802307128906
60,899,651.7715454101562,705.8131694793701
61,898,628.0879974365234,679.9829006195068
62,897,637.514591217041,691.4935111999512
63,896,625.2944469451904,677.51145362854
64,892,629.8589706420898,690.12451171875
65,891,645.8272933959961,698.8699436187744
66,890,630.5422782897949,686.1343383789062
67,889,620.5098628997803,671.0205078125
68,888,613.7094497680664,667.8116321563721
69,887,621.6998100280762,673.163890838623
70,886,633.9943408966064,686.8996620178223
71,885,623.0289936065674,673.8362312316895
72,884,607.0876121520996,662.00852394104
73,883,635.9848976135254,686.6075992584229
74,882,640.1247978210449,694.1413879394531
75,881,642.1236991882324,696.707010269165
76,880,609.2479228973389,662.2889041900635
77,879,609.1868877410889,660.4266166687012
78,878,619.7640895843506,674.1161346435547
79,873,594.5279598236084,645.735502243042
80,872,602.4999618530273,657.5138568878174
81,871,620.8806037902832,671.9398498535156
82,870,611.1593246459961,663.6984348297119
83,869,622.6303577423096,672.5447177886963
84,868,599.0464687347412,651.1781215667725
85,867,601.6247272491455,651.4072418212891
86,866,621.2434768676758,675.2645969390869
87,862,615.3755187988281,664.4809246063232
88,858,623.5651969909668,674.1383075714111
89,857,609.1620922088623,658.5915088653564
90,856,600.182056427002,651.2112617492676
91,848,585.8144760131836,635.7600688934326
92,847,588.8898372650146,641.4847373962402
93,846,647.6864814758301,698.6043453216553
94,845,582.3767185211182,632.8973770141602
95,844,592.7760601043701,641.0293579101562
96,843,595.7565307617188,649.1339206695557
97,842,609.9622249603271,658.1177711486816
98,841,563.4503364562988,620.0296878814697
99,840,591.97998046875,639.7874355316162
100,839,593.9266681671143,644.9062824249268
101,838,610.4321479797363,658.9477062225342
102,835,588.3276462554932,638.8826370239258
103,834,571.2816715240479,620.4123497009277
104,833,593.4205055236816,643.5396671295166
105,832,592.083215713501,640.1185989379883
106,824,585.2911472320557,634.9921226501465
107,823,558.6280822753906,607.1162223815918
108,822,564.8193359375,615.9853935241699
109,821,555.3572177886963,605.8831214904785
110,820,575.8147239685059,624.5715618133545
111,819,570.8663463592529,617.9471015930176
112,817,562.190055847168,611.2995147705078
113,816,565.544843673706,612.738847732544
114,813,562.028169631958,613.0897998809814
115,812,586.6625308990479,633.7361335754395
116,811,584.4526290893555,633.439302444458
117,810,580.1982879638672,627.9606819152832
118,806,552.1447658538818,600.8865833282471
119,805,560.3139400482178,613.2636070251465
120,800,561.9328022003174,610.1624965667725
121,799,554.5697212219238,601.2182235717773
122,798,560.858964920044,609.1756820678711
123,793,574.561595916748,629.3578147888184
124,792,554.1341304779053,603.447675704956
125,791,559.1723918914795,604.8581600189209
126,790,530.9469699859619,578.5892009735107
127,789,565.8299922943115,611.5972995758057
128,788,547.8365421295166,595.0024127960205
129,787,552.2909164428711,598.0103015899658
130,785,561.7034435272217,609.0900897979736
131,784,565.4704570770264,612.3173236846924
132,783,551.4187812805176,598.3643531799316
133,782,561.5789890289307,607.03444480896
134,781,563.0860328674316,610.1384162902832
135,780,555.2361011505127,600.4228591918945
136,779,542.7591800689697,589.7965431213379
137,775,540.438175201416,586.6329669952393
138,774,543.095588684082,590.3048515319824
139,773,553.6315441131592,598.6666679382324
140,772,540.837287902832,589.320182800293
141,771,528.2173156738281,574.8903751373291
142,770,543.3394908905029,589.7510051727295
143,769,537.3244285583496,586.158037185669
144,768,532.8116416931152,579.4477462768555
145,764,531.0420989990234,575.7169723510742
146,763,528.313159942627,574.5623111724854
147,754,519.0982818603516,563.3900165557861
148,753,515.0978565216064,560.2946281433105
149,751,536.5355014801025,582.0627212524414
150,750,521.597146987915,568.4242248535156
151,749,521.4419364929199,565.9174919128418
152,748,539.5801067352295,586.9038105010986
153,744,526.768684387207,576.387882232666
154,741,538.780689239502,585.3919982910156
155,737,515.8753395080566,560.1551532745361
156,732,500.8838176727295,545.764684677124
157,731,508.41498374938965,552.1671772003174
158,730,507.8539848327637,554.0130138397217
159,724,517.0867443084717,560.4856014251709
160,722,526.0295867919922,571.4049339294434
161,721,520.1616287231445,562.9990100860596
162,720,507.10034370422363,550.98557472229
163,713,517.3506736755371,559.9689483642578
164,712,509.90939140319824,553.3199310302734
165,711,493.4582710266113,542.0184135437012
166,707,496.49882316589355,546.1897850036621
167,704,500.4386901855469,544.1334247589111
168,700,520.9858417510986,563.7400150299072
169,699,502.33912467956543,545.2337265014648
170,698,473.4656810760498,516.0777568817139
171,697,486.3884449005127,527.9586315155029
172,696,494.08578872680664,537.6358032226562
173,694,478.9106845855713,521.3463306427002
174,693,486.29188537597656,529.9074649810791
175,692,475.77810287475586,517.8899765014648
176,688,490.19527435302734,532.5415134429932
177,687,501.3775825500488,541.8150424957275
178,683,493.3931827545166,536.9508266448975
179,677,492.81883239746094,535.5126857757568
180,676,481.29987716674805,524.8594284057617
181,675,495.60093879699707,537.4860763549805
182,674,472.95379638671875,515.5551433563232
183,670,472.26858139038086,513.6611461639404
184,669,464.11776542663574,505.0053596496582
185,668,480.182409286499,520.2286243438721
186,667,478.3461093902588,518.5468196868896
187,666,467.9296016693115,508.7921619415283
188,665,480.1361560821533,521.9738483428955
189,664,480.8475971221924,521.9106674194336
190,656,471.5142250061035,512.9742622375488
191,655,445.58072090148926,485.947847366333
192,654,468.23930740356445,508.5575580596924
193,650,472.2599983215332,512.0880603790283
194,649,463.4099006652832,509.3686580657959
195,648,445.60956954956055,485.78667640686035
196,647,458.95934104919434,498.9321231842041
197,646,463.1762504577637,502.20203399658203
198,645,455.2938938140869,494.4431781768799
199,640,450.2708911895752,489.0246391296387
200,632,454.5021057128906,495.33534049987793
201,631,445.6672668457031,483.71386528015137
202,630,462.0957374572754,505.3722858428955
203,629,455.8584690093994,493.67737770080566
204,628,446.92230224609375,485.05640029907227
205,627,454.70380783081055,502.06708908081055
206,625,437.2577667236328,475.58116912841797
207,623,450.35862922668457,494.002103805542
208,622,438.7392997741699,481.72807693481445
209,618,436.9480609893799,478.8241386413574
210,617,427.9136657714844,467.47851371765137
211,616,438.4572505950928,477.12254524230957
212,615,434.95917320251465,473.97446632385254
213,614,420.4134941101074,457.87858963012695
214,612,439.55349922180176,476.96423530578613
215,611,446.394681930542,484.3320846557617
216,610,444.46539878845215,481.9226264953613
217,609,430.01866340637207,469.06495094299316
218,606,420.6364154815674,458.0414295196533
219,604,429.94046211242676,466.98594093322754
220,600,412.39118576049805,455.07240295410156
221,596,412.7957820892334,455.0917148590088
222,595,420.8712577819824,459.0630531311035
223,594,415.7862663269043,452.3324966430664
224,590,423.7380027770996,460.2489471435547
225,589,421.4756488800049,457.43751525878906
226,586,428.7073612213135,471.23169898986816
227,585,421.01550102233887,456.91514015197754
228,584,423.4936237335205,460.52074432373047
229,581,425.8236885070801,462.79454231262207
230,580,400.59399604797363,436.417818069458
231,577,410.6943607330322,447.64113426208496
232,576,411.51905059814453,447.1158981323242
233,567,404.62374687194824,441.3032531738281
234,565,403.7191867828369,440.3350353240967
235,562,402.70519256591797,439.44549560546875
236,561,394.26732063293457,430.5722713470459
237,560,387.36939430236816,423.0084419250488
238,555,380.6140422821045,415.78102111816406
239,554,377.457857131958,412.4722480773926
240,548,391.96085929870605,427.23655700683594
241,543,399.28436279296875,434.3380928039551
242,542,382.9517364501953,417.0546531677246
243,540,410.9609127044678,444.44942474365234
244,539,386.016845703125,419.73376274108887
245,538,389.58048820495605,428.5602569580078
246,537,390.4857635498047,424.09420013427734
247,536,392.05265045166016,426.7559051513672
248,535,388.5769844055176,423.7515926361084
249,534,381.41584396362305,415.5292510986328
250,533,370.96190452575684,405.6985378265381
1,966,15498.229503631592,15498.801708221436
2,965,677.3831844329834,736.9742393493652
3,964,681.859016418457,735.0919246673584
4,963,670.245885848999,728.5587787628174
5,962,661.4880561828613,714.1788005828857
6,961,685.1732730865479,741.8015003204346
7,960,705.8792114257812,762.6655101776123
8,959,670.7262992858887,728.7797927856445
9,958,654.2298793792725,706.4831256866455
10,957,649.2934226989746,711.5211486816406
11,956,638.0491256713867,691.5624141693115
12,955,683.931827545166,742.7642345428467
13,954,670.7696914672852,723.1504917144775
14,953,661.4537239074707,717.416524887085
15,952,683.2921504974365,739.1715049743652
16,951,668.0901050567627,724.8399257659912
17,950,661.1526012420654,714.9686813354492
18,949,647.4473476409912,703.9718627929688
19,948,679.7890663146973,733.2017421722412
20,947,653.409481048584,711.2505435943604
21,946,667.4072742462158,720.6494808197021
22,945,669.9528694152832,726.4723777770996
23,944,668.5218811035156,726.4952659606934
24,943,673.4809875488281,729.1965484619141
25,942,673.6423969268799,727.2531986236572
26,941,655.2243232727051,710.6380462646484
27,940,666.5918827056885,718.7497615814209
28,939,671.1318492889404,729.7682762145996
29,938,666.989803314209,719.252347946167
30,937,683.480978012085,739.0248775482178
31,936,658.8361263275146,710.7157707214355
32,932,624.248743057251,682.1613311767578
33,931,685.4960918426514,737.4770641326904
34,930,628.3583641052246,685.3184700012207
35,929,658.0898761749268,709.9933624267578
36,928,648.1990814208984,702.8820514678955
37,927,671.9636917114258,723.3927249908447
38,926,655.1609039306641,715.1391506195068
39,925,671.1437702178955,723.2398986816406
40,924,666.9831275939941,723.0603694915771
41,923,651.1855125427246,702.5904655456543
42,919,650.5203247070312,713.0000591278076
43,918,666.4471626281738,725.0673770904541
44,917,658.3530902862549,721.5328216552734
45,916,651.3252258300781,703.9275169372559
46,915,652.0893573760986,707.150936126709
47,914,641.8967247009277,693.9475536346436
48,913,639.3153667449951,694.1888332366943
49,912,646.2345123291016,702.7575969696045
50,911,637.009859085083,691.4408206939697
51,910,658.9031219482422,712.2116088867188
52,909,638.2219791412354,694.4730281829834
53,908,658.0348014831543,710.9172344207764
54,907,636.1970901489258,690.63401222229
55,906,648.8068103790283,700.7796764373779
56,903,649.9242782592773,703.5863399505615
57,902,650.2060890197754,703.1149864196777
58,901,643.5298919677734,697.6940631866455
59,900,651.2017250061035,709.4383239746094
60,899,643.1901454925537,698.7972259521484
61,898,655.4770469665527,714.1942977905273
62,897,620.8288669586182,677.6621341705322
63,896,639.0037536621094,692.3682689666748
64,892,621.5770244598389,676.6574382781982
65,891,629.6541690826416,681.4138889312744
66,890,626.8341541290283,680.9611320495605
67,889,637.000322341919,691.1160945892334
68,888,627.068281173706,680.9687614440918
69,887,634.213924407959,685.8043670654297
70,886,641.2439346313477,696.4662075042725
71,885,625.3697872161865,677.0720481872559
72,884,612.2438907623291,666.3906574249268
73,883,631.0915946960449,682.7116012573242
74,882,624.579906463623,677.8726577758789
75,881,627.5875568389893,679.234504699707
76,880,589.9567604064941,647.0832824707031
77,879,622.5950717926025,672.9001998901367
78,878,607.2783470153809,660.1545810699463
79,873,610.4133129119873,661.5378856658936
80,872,610.1670265197754,662.6970767974854
81,871,641.4186954498291,691.6172504425049
82,870,631.9715976715088,684.9861145019531
83,869,629.3277740478516,679.257869720459
84,868,617.8450584411621,670.7198619842529
85,867,625.4408359527588,676.5828132629395
86,866,611.0961437225342,669.6057319641113
87,862,608.9122295379639,660.3741645812988
88,858,600.4197597503662,652.4081230163574
89,857,598.2005596160889,650.3815650939941
90,856,614.3524646759033,665.4758453369141
91,848,598.5589027404785,647.834300994873
92,847,598.3662605285645,649.2667198181152
93,846,610.1016998291016,658.3504676818848
94,845,600.2404689788818,653.5499095916748
95,844,596.4250564575195,646.52419090271
96,843,601.0208129882812,653.7580490112305
97,842,597.9771614074707,647.8021144866943
98,841,598.7188816070557,651.3593196868896
99,840,584.4035148620605,632.824182510376
100,839,617.6810264587402,673.3779907226562
101,838,602.2958755493164,651.5457630157471
102,835,604.856014251709,661.5028381347656
103,834,597.1884727478027,645.3416347503662
104,833,589.1222953796387,646.2655067443848
105,832,581.0294151306152,630.460262298584
106,824,598.0491638183594,650.6979465484619
107,823,579.7262191772461,629.1286945343018
108,822,575.9546756744385,624.8266696929932
109,821,601.1230945587158,648.2470035552979
110,820,588.2155895233154,637.7575397491455
111,819,572.5734233856201,620.244026184082
112,817,580.4922580718994,630.0406455993652
113,816,586.151123046875,633.8295936584473
114,813,568.4378147125244,618.0810928344727
115,812,579.9052715301514,627.0310878753662
116,811,573.0416774749756,624.8257160186768
117,810,577.6841640472412,625.1587867736816
118,806,552.5038242340088,603.9707660675049
119,805,585.7179164886475,632.5514316558838
120,800,592.5900936126709,643.347978591919
121,799,585.2358341217041,633.1150531768799
122,798,542.8597927093506,593.7016010284424
123,793,568.195104598999,616.3952350616455
124,792,545.5386638641357,593.4019088745117
125,791,563.2710456848145,609.811544418335
126,790,584.2046737670898,632.4503421783447
127,789,581.9048881530762,635.7142925262451
128,788,535.8870029449463,587.1045589447021
129,787,586.104154586792,633.7714195251465
130,785,548.7780570983887,597.2602367401123
131,784,605.384111404419,655.4951667785645
132,783,569.9789524078369,617.7659034729004
133,782,574.1665363311768,619.8992729187012
134,781,578.5861015319824,625.8609294891357
135,780,551.9819259643555,602.0290851593018
136,779,551.8114566802979,604.9215793609619
137,775,581.5153121948242,628.7620067596436
138,774,570.4147815704346,617.5704002380371
139,773,550.1189231872559,595.721960067749
140,772,570.2040195465088,619.2989349365234
141,771,541.7563915252686,587.3053073883057
142,770,561.5859031677246,608.7949275970459
143,769,546.0836887359619,595.4015254974365
144,768,538.2595062255859,585.8724117279053
145,764,559.8855018615723,605.2310466766357
146,763,552.1054267883301,604.1624546051025
147,754,541.4743423461914,587.1555805206299
148,753,549.1125583648682,598.6912250518799
149,751,552.1752834320068,597.1636772155762
150,750,549.1447448730469,595.5924987792969
151,749,559.7889423370361,610.2068424224854
152,748,514.4999027252197,561.38014793396
153,744,525.2935886383057,570.2025890350342
154,741,522.831916809082,576.21169090271
155,737,522.4032402038574,566.352367401123
156,732,512.7546787261963,562.3512268066406
157,731,546.863317489624,592.2226905822754
158,730,525.0110626220703,571.7673301696777
159,724,524.3611335754395,569.8704719543457
160,722,492.2330379486084,537.1403694152832
161,721,513.9739513397217,560.0407123565674
162,720,520.6425189971924,566.7104721069336
163,713,512.8726959228516,556.2195777893066
164,712,518.3608531951904,564.3458366394043
165,711,513.9687061309814,557.0898056030273
166,707,508.35466384887695,555.7861328125
167,704,502.1212100982666,546.783447265625
168,700,498.873233795166,548.3436584472656
169,699,491.3899898529053,535.0813865661621
170,698,495.6638813018799,540.177583694458
171,697,520.1964378356934,563.9519691467285
172,696,500.26583671569824,543.0877208709717
173,694,493.9267635345459,541.2614345550537
174,693,493.6060905456543,538.036584854126
175,692,487.6105785369873,529.5770168304443
176,688,501.38235092163086,543.8427925109863
177,687,504.5192241668701,545.8920001983643
178,683,524.1494178771973,567.0244693756104
179,677,492.9664134979248,536.3295078277588
180,676,488.4061813354492,532.7818393707275
181,675,503.2219886779785,544.0428256988525
182,674,479.7403812408447,523.7059593200684
183,670,474.8208522796631,516.0794258117676
184,669,496.65307998657227,537.9283428192139
185,668,493.55149269104004,533.69140625
186,667,495.09453773498535,535.7868671417236
187,666,468.44029426574707,508.6836814880371
188,665,480.73792457580566,522.3526954650879
189,664,459.1848850250244,505.42187690734863
190,656,472.210168838501,513.0739212036133
191,655,460.2949619293213,502.11071968078613
192,654,483.31379890441895,524.9900817871094
193,650,459.62071418762207,501.48677825927734
194,649,454.7462463378906,503.4334659576416
195,648,478.65772247314453,524.3771076202393
196,647,483.0772876739502,525.914192199707
197,646,489.7575378417969,530.9114456176758
198,645,473.3889102935791,514.7652626037598
199,640,465.14344215393066,504.4248104095459
200,632,453.5365104675293,496.0165023803711
201,631,436.36608123779297,480.0264835357666
202,630,450.84285736083984,489.72153663635254
203,629,443.26257705688477,481.7044734954834
204,628,458.2242965698242,498.7375736236572
205,627,466.69983863830566,504.34279441833496
206,625,458.85443687438965,497.7266788482666
207,623,444.2410469055176,482.33938217163086
208,622,434.44323539733887,474.61843490600586
209,618,448.2104778289795,486.588716506958
210,617,459.40423011779785,497.7564811706543
211,616,441.6520595550537,480.8821678161621
212,615,434.969425201416,474.3611812591553
213,614,447.61204719543457,485.7790470123291
214,612,444.40650939941406,486.9503974914551
215,611,439.23497200012207,478.7402153015137
216,610,446.8963146209717,485.98265647888184
217,609,419.5389747619629,458.5845470428467
218,606,442.7042007446289,480.38411140441895
219,604,428.0397891998291,466.7785167694092
220,600,437.69168853759766,476.55701637268066
221,596,424.58438873291016,467.5323963165283
222,595,424.3338108062744,462.76235580444336
223,594,426.43237113952637,463.53936195373535
224,590,442.610502243042,481.52709007263184
225,589,437.66045570373535,474.11394119262695
226,586,428.12538146972656,464.679479598999
227,585,424.76868629455566,461.24911308288574
228,584,423.0034351348877,466.6717052459717
229,581,436.9688034057617,473.1483459472656
230,580,424.166202545166,459.7940444946289
231,577,424.9570369720459,465.8935070037842
232,576,404.1411876678467,441.1964416503906
233,567,402.4639129638672,439.73803520202637
234,565,402.2550582885742,437.82830238342285
235,562,416.03612899780273,451.2593746185303
